representative,synonym,group_size
need for a simple to use apparatus by a therapist or patient,need for a simple to use apparatus by a therapist or patient,1
need for a system for the home which provides independence across all of the basic life activities,need for a system for the home which provides independence across all of the basic life activities,1
need for a system that assists remote living children,need for a system that assists remote living children,1
need for a technique that allows identification of those patients that have good or poor chances for successful pregnancy,need for a technique that allows identification of those patients that have good or poor chances for successful pregnancy,1
need for a technique to improve the chances of successful pregnancy,need for a technique to improve the chances of successful pregnancy,1
need for a way to detect the presence of multiple people in the same room,need for a way to detect the presence of multiple people in the same room,1
need for a wheelchair lift assist mechanism easily fit to an existing wheelchair or armchair,need for a wheelchair lift assist mechanism easily fit to an existing wheelchair or armchair,1
need for an improved apparatus for physical therapy and joint rehabilitation,need for an improved apparatus for physical therapy and joint rehabilitation,1
need for assistance,need for assistance,2
need for assistance,need of emergency assistance,2
need for assistance in caring for themselves,need for assistance in caring for themselves,1
need for assisted devices during rehabilitation,need for assisted devices during rehabilitation,1
need for automated systems that focus on caregivers,need for automated systems that focus on caregivers,1
need for external assistance during the transfer process,need for external assistance during the transfer process,1
need for frequent hormone determinations,need for frequent hormone determinations,1
